---Collected Data after WordsCount---
Word: tongues -> Occurrence: 7
Word: flame -> Occurrence: 18
Word: rugged -> Occurrence: 1
Word: fly -> Occurrence: 13
Word: feverish -> Occurrence: 1
Word: haste -> Occurrence: 5
Word: bent -> Occurrence: 26
Word: reaching -> Occurrence: 2
Word: prund -> Occurrence: 1
Word: summertime -> Occurrence: 1
Word: order -> Occurrence: 32
Word: winter -> Occurrence: 3
Word: snows -> Occurrence: 1
Word: respect -> Occurrence: 10
Word: different -> Occurrence: 22
Word: general -> Occurrence: 14
Word: run -> Occurrence: 28
Word: roads -> Occurrence: 2
Word: tradition -> Occurrence: 2
Word: hospadars -> Occurrence: 1
Word: repair -> Occurrence: 1
Word: turk -> Occurrence: 6
Word: think -> Occurrence: 219
Word: preparing -> Occurrence: 1
Word: foreign -> Occurrence: 9
Word: troops -> Occurrence: 3
Word: hasten -> Occurrence: 5
Word: always -> Occurrence: 63
Word: really -> Occurrence: 32
Word: loading -> Occurrence: 1
Word: point -> Occurrence: 26
Word: beyond -> Occurrence: 24
Word: swelling -> Occurrence: 1
Word: mighty -> Occurrence: 11
Word: slopes -> Occurrence: 1
Word: forest -> Occurrence: 2
Word: lofty -> Occurrence: 3
Word: steeps -> Occurrence: 1
Word: right -> Occurrence: 98
Word: towered -> Occurrence: 1
Word: afternoon -> Occurrence: 17
Word: falling -> Occurrence: 19
Word: upon -> Occurrence: 88
Word: bringing -> Occurrence: 7
Word: glorious -> Occurrence: 3
Word: colours -> Occurrence: 3
Word: range -> Occurrence: 5
Word: deep -> Occurrence: 34
Word: blue -> Occurrence: 15
Word: purple -> Occurrence: 3
Word: shadows -> Occurrence: 12
Word: peaks -> Occurrence: 2
Word: brown -> Occurrence: 4
Word: rock -> Occurrence: 13
Word: mingled -> Occurrence: 2
Word: endless -> Occurrence: 10
Word: perspective -> Occurrence: 2
Word: crags -> Occurrence: 1
Word: distance -> Occurrence: 16
Word: snowy -> Occurrence: 5
Word: grandly -> Occurrence: 1
Word: rifts -> Occurrence: 1
Word: sink -> Occurrence: 3
Word: gleam -> Occurrence: 5
Word: companions -> Occurrence: 7
Word: arm -> Occurrence: 26
Word: base -> Occurrence: 2
Word: hill -> Occurrence: 13
Word: opened -> Occurrence: 80
Word: snowcovered -> Occurrence: 1
Word: peak -> Occurrence: 3
Word: mountain -> Occurrence: 11
Word: wound -> Occurrence: 17
Word: serpentine -> Occurrence: 1
Word: isten -> Occurrence: 1
Word: szekgods -> Occurrence: 1
Word: seatand -> Occurrence: 1
Word: himself -> Occurrence: 122
Word: reverently -> Occurrence: 5
Word: sank -> Occurrence: 19
Word: lower -> Occurrence: 14
Word: behind -> Occurrence: 52
Word: evening -> Occurrence: 24
Word: creep -> Occurrence: 3
Word: emphasised -> Occurrence: 1
Word: fact -> Occurrence: 23
Word: mountaintop -> Occurrence: 1
Word: held -> Occurrence: 73
Word: sunset -> Occurrence: 43
Word: glow -> Occurrence: 2
Word: delicate -> Occurrence: 4
Word: cool -> Occurrence: 6
Word: pink -> Occurrence: 2
Word: cszeks -> Occurrence: 2
Word: noticed -> Occurrence: 24
Word: goitre -> Occurrence: 1
Word: painfully -> Occurrence: 1
Word: prevalent -> Occurrence: 1
Word: roadside -> Occurrence: 1
Word: crosses -> Occurrence: 1
Word: kneeling -> Occurrence: 8
Word: shrine -> Occurrence: 1
Word: even -> Occurrence: 232
Word: turn -> Occurrence: 33
Word: approached -> Occurrence: 1
Word: selfsurrender -> Occurrence: 1
Word: devotion -> Occurrence: 6
Word: neither -> Occurrence: 15
Word: nor -> Occurrence: 29
Word: ears -> Occurrence: 30
Word: outer -> Occurrence: 3
Word: new -> Occurrence: 75
Word: instance -> Occurrence: 6
Word: hayricks -> Occurrence: 1
Word: masses -> Occurrence: 10
Word: weeping -> Occurrence: 1
Word: birch -> Occurrence: 1
Word: stems -> Occurrence: 2
Word: shining -> Occurrence: 7
Word: silver -> Occurrence: 10
Word: leaves -> Occurrence: 4
Word: leiterwagonthe -> Occurrence: 1
Word: ordinary -> Occurrence: 8
Word: cartwith -> Occurrence: 1
Word: snakelike -> Occurrence: 1
Word: vertebra -> Occurrence: 1
Word: calculated -> Occurrence: 2
Word: suit -> Occurrence: 5
Word: inequalities -> Occurrence: 1
Word: sure -> Occurrence: 46
Word: seated -> Occurrence: 8
Word: quite -> Occurrence: 116
Word: group -> Occurrence: 5
Word: homecoming -> Occurrence: 2
Word: sheepskins -> Occurrence: 1
Word: carrying -> Occurrence: 6
Word: lancefashion -> Occurrence: 1
Word: staves -> Occurrence: 2
Word: axe -> Occurrence: 1
Word: fell -> Occurrence: 59
Word: cold -> Occurrence: 43
Word: growing -> Occurrence: 22
Word: merge -> Occurrence: 3
Word: mistiness -> Occurrence: 1
Word: gloom -> Occurrence: 14
Word: oak -> Occurrence: 4
Word: beech -> Occurrence: 1
Word: valleys -> Occurrence: 3
Word: between -> Occurrence: 71
Word: spurs -> Occurrence: 2
Word: ascended -> Occurrence: 4
Word: firs -> Occurrence: 1
Word: latelying -> Occurrence: 1
Word: snow -> Occurrence: 38
Word: cut -> Occurrence: 33
Word: darkness -> Occurrence: 24
Word: closing -> Occurrence: 12
Word: greyness -> Occurrence: 1
Word: bestrewed -> Occurrence: 1
Word: produced -> Occurrence: 8
Word: peculiarly -> Occurrence: 3
Word: weird -> Occurrence: 4
Word: solemn -> Occurrence: 11
Word: carried -> Occurrence: 22
Word: thoughts -> Occurrence: 20
Word: grim -> Occurrence: 23
Word: fancies -> Occurrence: 3
Word: engendered -> Occurrence: 2
Word: earlier -> Occurrence: 7
Word: threw -> Occurrence: 39
Word: strange -> Occurrence: 88
Word: relief -> Occurrence: 13
Word: ghostlike -> Occurrence: 1
Word: clouds -> Occurrence: 20
Word: seem -> Occurrence: 65
Word: wind -> Occurrence: 43
Word: ceaselessly -> Occurrence: 1
Word: despite -> Occurrence: 2
Word: drivers -> Occurrence: 2
Word: slowly -> Occurrence: 6
Word: wished -> Occurrence: 15
Word: dogs -> Occurrence: 24
Word: fierce -> Occurrence: 15
Word: added -> Occurrence: 25
Word: pleasantryfor -> Occurrence: 1
Word: catch -> Occurrence: 13
Word: approving -> Occurrence: 1
Word: smile -> Occurrence: 30
Word: restand -> Occurrence: 1
Word: matters -> Occurrence: 17
Word: stop -> Occurrence: 20
Word: make -> Occurrence: 163
Word: moments -> Occurrence: 19
Word: pause -> Occurrence: 30
Word: lamps -> Occurrence: 13
Word: grew -> Occurrence: 49
Word: excitement -> Occurrence: 14
Word: passengers -> Occurrence: 5
Word: urging -> Occurrence: 1
Word: speed -> Occurrence: 12
Word: lashed -> Occurrence: 4
Word: unmercifully -> Occurrence: 1
Word: wild -> Occurrence: 41
Word: cries -> Occurrence: 3
Word: encouragement -> Occurrence: 1
Word: urged -> Occurrence: 3
Word: exertions -> Occurrence: 2
Word: patch -> Occurrence: 1
Word: ahead -> Occurrence: 8
Word: cleft -> Occurrence: 1
Word: greater -> Occurrence: 15
Word: crazy -> Occurrence: 1
Word: rocked -> Occurrence: 1
Word: springs -> Occurrence: 3
Word: swayed -> Occurrence: 1
Word: boat -> Occurrence: 15
Word: tossed -> Occurrence: 2
Word: sea -> Occurrence: 42
Word: hold -> Occurrence: 31
Word: level -> Occurrence: 9
Word: appeared -> Occurrence: 12
Word: come -> Occurrence: 337
Word: nearer -> Occurrence: 6
Word: frown -> Occurrence: 2
Word: several -> Occurrence: 16
Word: gifts -> Occurrence: 2
Word: pressed -> Occurrence: 14
Word: earnestness -> Occurrence: 1
Word: take -> Occurrence: 148
Word: denial -> Occurrence: 1
Word: varied -> Occurrence: 2
Word: given -> Occurrence: 41
Word: faith -> Occurrence: 14
Word: kindly -> Occurrence: 12
Word: word -> Occurrence: 64
Word: blessing -> Occurrence: 3
Word: mixture -> Occurrence: 3
Word: fearmeaning -> Occurrence: 1
Word: movements -> Occurrence: 4
Word: seen -> Occurrence: 94
Word: bistritzthe -> Occurrence: 1
Word: flew -> Occurrence: 10
Word: leaned -> Occurrence: 10
Word: forward -> Occurrence: 30
Word: craning -> Occurrence: 1
Word: peered -> Occurrence: 2
Word: eagerly -> Occurrence: 4
Word: exciting -> Occurrence: 2
Word: happening -> Occurrence: 3
Word: passenger -> Occurrence: 2
Word: give -> Occurrence: 78
Word: slightest -> Occurrence: 2
Word: explanation -> Occurrence: 4
Word: opening -> Occurrence: 14
Word: eastern -> Occurrence: 5
Word: rolling -> Occurrence: 6
Word: overhead -> Occurrence: 8
Word: air -> Occurrence: 51
Word: oppressive -> Occurrence: 3
Word: sense -> Occurrence: 18
Word: thunder -> Occurrence: 8
Word: separated -> Occurrence: 3
Word: atmospheres -> Occurrence: 1
Word: thunderous -> Occurrence: 1
Word: myself -> Occurrence: 132
Word: looking -> Occurrence: 78
Word: conveyance -> Occurrence: 1
Word: moment -> Occurrence: 99
Word: glare -> Occurrence: 2
Word: blackness -> Occurrence: 4
Word: flickering -> Occurrence: 3
Word: rays -> Occurrence: 9
Word: steam -> Occurrence: 6
Word: harddriven -> Occurrence: 1
Word: cloud -> Occurrence: 11
Word: sandy -> Occurrence: 3
Word: lying -> Occurrence: 23
Word: vehicle -> Occurrence: 1
Word: drew -> Occurrence: 39
Word: sigh -> Occurrence: 9
Word: gladness -> Occurrence: 8
Word: mock -> Occurrence: 1
Word: disappointment -> Occurrence: 3
Word: already -> Occurrence: 61
Word: thinking -> Occurrence: 23
Word: watch -> Occurrence: 62
Word: spoken -> Occurrence: 22
Word: low -> Occurrence: 36
Word: tone -> Occurrence: 11
Word: thought -> Occurrence: 145
Word: less -> Occurrence: 31
Word: turning -> Occurrence: 22
Word: worse -> Occurrence: 18
Word: return -> Occurrence: 27
Word: better -> Occurrence: 77
Word: neigh -> Occurrence: 1
Word: snort -> Occurrence: 2
Word: plunge -> Occurrence: 1
Word: wildly -> Occurrence: 3
Word: chorus -> Occurrence: 2
Word: screams -> Occurrence: 2
Word: universal -> Occurrence: 1
Word: calche -> Occurrence: 7
Word: overtook -> Occurrence: 1
Word: beside -> Occurrence: 33
Word: flash -> Occurrence: 5
Word: coalblack -> Occurrence: 1
Word: animals -> Occurrence: 5
Word: driven -> Occurrence: 8
Word: tall -> Occurrence: 14
Word: beard -> Occurrence: 3
Word: hat -> Occurrence: 13
Word: hide -> Occurrence: 8
Word: pair -> Occurrence: 5
Word: bright -> Occurrence: 24
Word: lamplight -> Occurrence: 3
Word: turned -> Occurrence: 84
Word: stammered -> Occurrence: 2
Word: reply -> Occurrence: 14
Word: stranger -> Occurrence: 10
Word: replied -> Occurrence: 24
Word: why -> Occurrence: 89
Word: cannot -> Occurrence: 84
Word: deceive -> Occurrence: 9
Word: much -> Occurrence: 217
Word: swift -> Occurrence: 5
Word: spoke -> Occurrence: 77
Word: hardlooking -> Occurrence: 1
Word: mouth -> Occurrence: 37
Word: lips -> Occurrence: 60
Word: sharplooking -> Occurrence: 1
Word: teeth -> Occurrence: 40
Word: ivory -> Occurrence: 2
Word: whispered -> Occurrence: 17
Word: another -> Occurrence: 80
Word: line -> Occurrence: 16
Word: burgers -> Occurrence: 1
Word: lenore -> Occurrence: 1
Word: denn -> Occurrence: 1
Word: die -> Occurrence: 43
Word: todten -> Occurrence: 1
Word: reiten -> Occurrence: 1
Word: schnell -> Occurrence: 1
Word: dead -> Occurrence: 73
Word: travel -> Occurrence: 10
Word: fast -> Occurrence: 15
Word: heard -> Occurrence: 91
Word: gleaming -> Occurrence: 3
Word: away -> Occurrence: 185
Word: putting -> Occurrence: 21
Word: herrs -> Occurrence: 1
Word: luggage -> Occurrence: 6
Word: exceeding -> Occurrence: 2
Word: alacrity -> Occurrence: 2
Word: bags -> Occurrence: 2
Word: handed -> Occurrence: 19
Word: alongside -> Occurrence: 2
Word: helping -> Occurrence: 6
Word: hand -> Occurrence: 206
Word: caught -> Occurrence: 18
Word: steel -> Occurrence: 6
Word: strength -> Occurrence: 45
Word: prodigious -> Occurrence: 2
Word: reins -> Occurrence: 5
Word: projected -> Occurrence: 1
Word: cracked -> Occurrence: 2
Word: felt -> Occurrence: 87
Word: chill -> Occurrence: 8
Word: lonely -> Occurrence: 9
Word: cloak -> Occurrence: 2
Word: thrown -> Occurrence: 11
Word: shoulders -> Occurrence: 8
Word: rug -> Occurrence: 2
Word: across -> Occurrence: 28
Word: mein -> Occurrence: 4
Word: master -> Occurrence: 27
Word: bade -> Occurrence: 4
Word: care -> Occurrence: 52
Word: flask -> Occurrence: 1
Word: slivovitz -> Occurrence: 1
Word: brandy -> Occurrence: 9
Word: underneath -> Occurrence: 3
Word: require -> Occurrence: 3
Word: strangely -> Occurrence: 8
Word: alternative -> Occurrence: 2
Word: instead -> Occurrence: 12
Word: prosecuting -> Occurrence: 1
Word: hard -> Occurrence: 47
Word: pace -> Occurrence: 5
Word: straight -> Occurrence: 22
Word: complete -> Occurrence: 17
Word: ground -> Occurrence: 36
Word: note -> Occurrence: 18
Word: salient -> Occurrence: 1
Word: liked -> Occurrence: 3
Word: placed -> Occurrence: 35
Word: protest -> Occurrence: 3
Word: case -> Occurrence: 67
Word: intention -> Occurrence: 7
Word: delay -> Occurrence: 15
Word: byandby -> Occurrence: 5
Word: curious -> Occurrence: 9
Word: passing -> Occurrence: 14
Word: match -> Occurrence: 7
Word: within -> Occurrence: 43
Word: few -> Occurrence: 85
Word: minutes -> Occurrence: 39
Word: shock -> Occurrence: 33
Word: increased -> Occurrence: 3
Word: recent -> Occurrence: 6
Word: experiences -> Occurrence: 7
Word: waited -> Occurrence: 27
Word: sick -> Occurrence: 11
Word: suspense -> Occurrence: 7
Word: howl -> Occurrence: 8
Word: somewhere -> Occurrence: 26
Word: farmhouse -> Occurrence: 2
Word: roada -> Occurrence: 1
Word: agonised -> Occurrence: 7
Word: wailing -> Occurrence: 1
Word: sound -> Occurrence: 43
Word: borne -> Occurrence: 2
Word: sighed -> Occurrence: 3
Word: softly -> Occurrence: 20
Word: imagination -> Occurrence: 11
Word: grasp -> Occurrence: 4
Word: strain -> Occurrence: 16
Word: rear -> Occurrence: 1
Word: soothingly -> Occurrence: 1
Word: quieted -> Occurrence: 4
Word: shivered -> Occurrence: 3
Word: sweated -> Occurrence: 1
Word: runaway -> Occurrence: 1
Word: sudden -> Occurrence: 26
Word: fright -> Occurrence: 8
Word: louder -> Occurrence: 5
Word: sharper -> Occurrence: 8
Word: howlingthat -> Occurrence: 1
Word: wolveswhich -> Occurrence: 1
Word: affected -> Occurrence: 6
Word: wayfor -> Occurrence: 1
Word: minded -> Occurrence: 2
Word: jump -> Occurrence: 3
Word: reared -> Occurrence: 3
Word: plunged -> Occurrence: 2
Word: madly -> Occurrence: 3
Word: use -> Occurrence: 41
Word: keep -> Occurrence: 96
Word: bolting -> Occurrence: 1
Word: accustomed -> Occurrence: 7
Word: became -> Occurrence: 42
Word: quiet -> Occurrence: 38
Word: descend -> Occurrence: 2
Word: stand -> Occurrence: 12
Word: petted -> Occurrence: 3
Word: soothed -> Occurrence: 2
Word: horsetamers -> Occurrence: 1
Word: doing -> Occurrence: 33
Word: extraordinary -> Occurrence: 9
Word: caresses -> Occurrence: 1
Word: manageable -> Occurrence: 1
Word: trembled -> Occurrence: 7
Word: shaking -> Occurrence: 4
Word: suddenly -> Occurrence: 52
Word: narrow -> Occurrence: 9
Word: roadway -> Occurrence: 5
Word: sharply -> Occurrence: 2
Word: hemmed -> Occurrence: 1
Word: places -> Occurrence: 24
Word: arched -> Occurrence: 4
Word: tunnel -> Occurrence: 1
Word: frowning -> Occurrence: 4
Word: rocks -> Occurrence: 9
Word: guarded -> Occurrence: 6
Word: boldly -> Occurrence: 3
Word: shelter -> Occurrence: 9
Word: rising -> Occurrence: 9
Word: moaned -> Occurrence: 4
Word: whistled -> Occurrence: 1
Word: branches -> Occurrence: 1
Word: crashed -> Occurrence: 1
Word: together -> Occurrence: 73
Word: colder -> Occurrence: 3
Word: fine -> Occurrence: 21
Word: powdery -> Occurrence: 1
Word: fall -> Occurrence: 17
Word: around -> Occurrence: 45
Word: blanket -> Occurrence: 3
Word: keen -> Occurrence: 4
Word: fainter -> Occurrence: 2
Word: baying -> Occurrence: 1
Word: wolves -> Occurrence: 43
Word: sounded -> Occurrence: 3
Word: dreadfully -> Occurrence: 2
Word: afraid -> Occurrence: 40
Word: shared -> Occurrence: 2
Word: disturbed -> Occurrence: 10
Word: faint -> Occurrence: 17
Word: checked -> Occurrence: 2
Word: jumping -> Occurrence: 4
Word: disappeared -> Occurrence: 11
Word: closer -> Occurrence: 12
Word: while -> Occurrence: 48
Word: wondered -> Occurrence: 5
Word: resumed -> Occurrence: 5
Word: asleep -> Occurrence: 47
Word: dreaming -> Occurrence: 10
Word: incident -> Occurrence: 4
Word: endlessly -> Occurrence: 1
Word: awful -> Occurrence: 30
Word: nightmare -> Occurrence: 6
Word: motions -> Occurrence: 1
Word: rapidly -> Occurrence: 3
Word: aroseit -> Occurrence: 1
Word: illumine -> Occurrence: 1
Word: alland -> Occurrence: 1
Word: gathering -> Occurrence: 5
Word: stones -> Occurrence: 5
Word: formed -> Occurrence: 7
Word: device -> Occurrence: 2
Word: optical -> Occurrence: 1
Word: obstruct -> Occurrence: 1
Word: flicker -> Occurrence: 2
Word: startled -> Occurrence: 11
Word: momentary -> Occurrence: 3
Word: deceived -> Occurrence: 5
Word: straining -> Occurrence: 1
Word: flames -> Occurrence: 8
Word: sped -> Occurrence: 1
Word: onwards -> Occurrence: 1
Word: following -> Occurrence: 13
Word: moving -> Occurrence: 19
Word: circle -> Occurrence: 10
Word: afield -> Occurrence: 2
Word: gone -> Occurrence: 72
Word: during -> Occurrence: 23
Word: absence -> Occurrence: 2
Word: tremble -> Occurrence: 7
Word: scream -> Occurrence: 9
Word: cause -> Occurrence: 49
Word: ceased -> Occurrence: 8
Word: altogether -> Occurrence: 15
Word: moon -> Occurrence: 11
Word: sailing -> Occurrence: 3
Word: crest -> Occurrence: 1
Word: beetling -> Occurrence: 1
Word: pineclad -> Occurrence: 1
Word: ring -> Occurrence: 18
Word: lolling -> Occurrence: 1
Word: sinewy -> Occurrence: 1
Word: limbs -> Occurrence: 3
Word: shaggy -> Occurrence: 1
Word: hundred -> Occurrence: 12
Word: times -> Occurrence: 56
Word: silence -> Occurrence: 49
Word: howled -> Occurrence: 2
Word: paralysis -> Occurrence: 1
Word: feels -> Occurrence: 6
Word: horrors -> Occurrence: 8
Word: can -> Occurrence: 374
Word: import -> Occurrence: 1
Word: moonlight -> Occurrence: 33
Word: peculiar -> Occurrence: 8
Word: jumped -> Occurrence: 16
Word: helplessly -> Occurrence: 1
Word: rolled -> Occurrence: 6
Word: painful -> Occurrence: 9
Word: living -> Occurrence: 18
Word: terror -> Occurrence: 24
Word: encompassed -> Occurrence: 2
Word: perforce -> Occurrence: 1
Word: remain -> Occurrence: 22
Word: coachman -> Occurrence: 3
Word: chance -> Occurrence: 39
Word: try -> Occurrence: 64
Word: break -> Occurrence: 20
Word: aid -> Occurrence: 16
Word: approach -> Occurrence: 6
Word: shouted -> Occurrence: 7
Word: beat -> Occurrence: 17
Word: hoping -> Occurrence: 2
Word: noise -> Occurrence: 7
Word: scare -> Occurrence: 2
Word: trap -> Occurrence: 4
Word: voice -> Occurrence: 56
Word: raised -> Occurrence: 35
Word: imperious -> Occurrence: 2
Word: command -> Occurrence: 12
Word: arms -> Occurrence: 33
Word: brushing -> Occurrence: 1
Word: aside -> Occurrence: 6
Word: impalpable -> Occurrence: 1
Word: obstacle -> Occurrence: 3
Word: climbing -> Occurrence: 1
Word: uncanny -> Occurrence: 3
Word: dreadful -> Occurrence: 21
Word: interminable -> Occurrence: 1
Word: obscured -> Occurrence: 3
